AWB,HAWB,Flight_Number,ULD_Number,Origin,Destination,Booking_Date,SHC,Weight_kg,Length_cm,Width_cm,Height_cm,Preferred_ULD,Nature_Of_Goods,PCS,Temp_Required,Priority,Courier_Return,Completed,Consignee_Name
176-64867187,HWB562139,SV741,,FRA,DXB,2026-04-28,EAT,215.13,204,92,367,"PMC,RAP",Dry Foods,22,No,High,False,True,SEAFOOD EXPRESS
176-41511655,HWB601111,SV596,,AMS,SYD,2026-04-19,GEN,312.92,77,93,569,"AKE,PMC",General Cargo,2,No,High,False,True,QATAR PHARMA
176-90931259,HWB645337,SV879,,SIN,JFK,2026-04-13,GEN,250.51,210,95,407,"AKE,PMC",Retail Goods,97,No,Medium,False,False,LUXURY EXPORTS
176-42158168,HWB478756,SV781,,LHR,JFK,2026-04-27,COL,367.05,119,124,271,"RAP,RKN",Cool Cargo,46,Yes,Medium,True,True,WORLD FREIGHT
176-28637880,HWB126927,SV716,,MAA,SYD,2026-04-30,COL,220.54,97,40,904,"RAP,RKN",Temperature Goods,90,Yes,High,False,False,WORLD FREIGHT
176-53242747,HWB117438,SV748,,SIN,SYD,2026-04-21,DGR,235.91,130,77,134,PMC,Chemicals,95,No,Medium,False,True,WORLD FREIGHT
176-67433950,HWB599250,SV774,,DOH,FRA,2026-04-12,PIL,234.8,93,178,149,"RAP,RKN,ALF",Medicines,94,Yes,Medium,False,True,SKY LOGISTICS
176-77731180,HWB133287,SV230,,LHR,SYD,2026-04-23,DGR,444.31,124,84,386,PMC,Chemicals,39,No,Low,False,True,WORLD FREIGHT
176-38405950,HWB278711,SV871,,AMS,FRA,2026-04-08,GEN,508.06,88,46,1450,"AKE,PMC",General Cargo,14,No,Medium,True,True,LUXURY EXPORTS
176-99379971,HWB599439,SV786,,MAA,FRA,2026-04-09,PER,406.52,93,43,470,"RAP,PMC",Food Items,69,Yes,Low,False,True,LUXURY EXPORTS
176-18679461,HWB775268,SV451,,LHR,FRA,2026-04-20,GEN,935.19,151,100,523,"AKE,PMC",Textiles,95,No,Low,False,False,FAST CARGO
176-21964091,HWB456765,SV858,,FRA,SIN,2026-04-04,GEN,296.14,210,122,141,"AKE,PMC",Textiles,15,No,Low,False,True,LUXURY EXPORTS
176-89196483,HWB661620,SV294,,DOH,JFK,2026-04-02,PER,330.77,64,84,187,"RAP,PMC",Frozen Meat,41,Yes,Medium,True,True,GLOBAL FOODS
176-29421410,HWB955793,SV403,,DOH,SIN,2026-04-11,PIL,52.3,127,53,390,"RAP,RKN,ALF",Vaccines,88,Yes,Medium,True,False,SKY LOGISTICS
176-14609555,HWB727971,SV427,,SIN,CDG,2026-04-23,EAT,499.21,92,147,429,"PMC,RAP",Dry Foods,16,No,Medium,False,True,WORLD FREIGHT
176-54713904,HWB260119,SV947,,AMS,SIN,2026-04-26,PER,381.66,194,69,187,"RAP,PMC",Milk Products,29,Yes,Low,True,True,WORLD FREIGHT
176-31366552,HWB122613,SV661,,LHR,LHR,2026-04-22,EAT,335.08,250,56,493,"PMC,RAP",Snacks,87,No,Medium,False,False,SEAFOOD EXPRESS
176-36184828,HWB835165,SV976,,FRA,JFK,2026-04-23,GEN,551.45,181,154,127,"AKE,PMC",General Cargo,17,No,Medium,True,False,WORLD FREIGHT
176-74752231,HWB405221,SV248,,DXB,SIN,2026-04-23,BIG,1236.63,152,171,324,PMC,Oversized Machinery,95,No,Low,True,False,GLOBAL FOODS
176-67325876,HWB812449,SV961,,DXB,DXB,2026-04-13,COL,335.65,211,67,253,"RAP,RKN",Cool Cargo,46,Yes,Medium,True,True,GLOBAL FOODS
176-94150830,HWB857649,SV513,,DXB,DXB,2026-04-05,DGR,342.54,175,168,107,PMC,Chemicals,31,No,Medium,False,False,SKY LOGISTICS
176-98384904,HWB193964,SV896,,LHR,SYD,2026-04-26,BIG,3853.4,116,51,4124,PMC,Industrial Equipment,36,No,Low,False,False,QATAR PHARMA
176-99763770,HWB634510,SV330,,MAA,CDG,2026-04-21,GEN,160.8,246,173,49,"AKE,PMC",Textiles,74,No,Medium,False,True,SKY LOGISTICS
176-50045650,HWB699180,SV228,,MAA,LHR,2026-04-14,PER,293.68,137,157,166,"RAP,PMC",Food Items,92,Yes,Low,True,False,QATAR PHARMA
176-81147161,HWB612295,SV165,,FRA,SYD,2026-04-26,PIL,189.02,224,47,174,"RAP,RKN,ALF",Pharma,69,Yes,Low,True,True,GLOBAL FOODS
176-84453495,HWB568957,SV919,,SIN,DXB,2026-04-01,GEN,868.9,75,162,597,"AKE,PMC",General Cargo,17,No,Low,True,True,GLOBAL FOODS
176-26739248,HWB630734,SV405,,SIN,CDG,2026-04-03,VAL,13.58,162,149,20,AKE,Gold,55,No,Low,True,True,EMIRATES MEDICAL
176-49379055,HWB791176,SV646,,LHR,SIN,2026-04-26,GEN,948.9,235,67,360,"AKE,PMC",Textiles,63,No,Low,False,False,FAST CARGO
176-14930347,HWB297209,SV245,,SIN,SYD,2026-04-08,COL,129.7,185,153,122,"RAP,RKN",Cool Cargo,18,Yes,Low,True,False,EMIRATES MEDICAL
176-44221141,HWB373336,SV490,,AMS,SIN,2026-04-18,GEN,742.65,78,60,1025,"AKE,PMC",Retail Goods,59,No,High,False,False,SKY LOGISTICS
176-94975906,HWB830650,SV761,,DXB,FRA,2026-04-09,VAL,10.98,142,77,32,AKE,Jewelry,73,No,Low,True,False,SKY LOGISTICS
176-91014793,HWB359520,SV179,,SIN,DXB,2026-04-01,PER,496.98,76,72,498,"RAP,PMC",Milk Products,15,Yes,Low,False,True,LUXURY EXPORTS
176-46675397,HWB253437,SV989,,DOH,SIN,2026-04-25,BIG,900.38,130,180,1185,PMC,Industrial Equipment,2,No,High,False,True,SEAFOOD EXPRESS
176-51144384,HWB717429,SV941,,DOH,JFK,2026-04-17,GEN,793.6,242,123,70,"AKE,PMC",General Cargo,68,No,Medium,False,False,GLOBAL FOODS
176-34249450,HWB461940,SV925,,AMS,FRA,2026-04-13,GEN,212.21,157,175,346,"AKE,PMC",Textiles,71,No,Low,False,False,SKY LOGISTICS
176-98256603,HWB232506,SV246,,LHR,CDG,2026-04-05,GEN,59.02,135,156,266,"AKE,PMC",Textiles,35,No,High,False,True,SEAFOOD EXPRESS
176-72903261,HWB626625,SV393,,SIN,JFK,2026-04-12,MAG,164.45,189,150,56,PMC,Magnetized Equipment,40,No,Low,True,False,SEAFOOD EXPRESS
176-20293588,HWB865411,SV345,,MAA,SIN,2026-04-03,HEA,146.91,85,69,371,"PMC,PAG",Human Remains,11,No,Low,False,False,QATAR PHARMA
176-74378331,HWB621986,SV627,,AMS,FRA,2026-04-05,PIL,219.26,227,95,131,"RAP,RKN,ALF",Pharma,90,Yes,High,False,True,FAST CARGO
176-56313253,HWB356089,SV856,,AMS,SYD,2026-04-18,EAT,104.37,170,155,134,"PMC,RAP",Dry Foods,88,No,Low,True,False,SKY LOGISTICS
176-40208193,HWB283305,SV176,,SIN,SYD,2026-04-29,COL,379.06,118,145,192,"RAP,RKN",Cool Cargo,66,Yes,Medium,True,False,WORLD FREIGHT
176-43522920,HWB972128,SV652,,DOH,SYD,2026-04-11,PER,168.19,146,156,214,"RAP,PMC",Food Items,38,Yes,Medium,False,False,EMIRATES MEDICAL
176-39187415,HWB419626,SV758,,FRA,SYD,2026-04-13,GEN,52.12,162,146,282,"AKE,PMC",General Cargo,60,No,Low,False,True,LUXURY EXPORTS
176-24383316,HWB105404,SV458,,AMS,SIN,2026-04-12,GEN,634.75,246,64,251,"AKE,PMC",Retail Goods,46,No,High,True,False,WORLD FREIGHT
176-65125778,HWB229858,SV599,,MAA,SIN,2026-04-05,GEN,130.51,140,149,269,"AKE,PMC",Textiles,33,No,High,False,False,LUXURY EXPORTS
176-46169218,HWB213974,SV549,,AMS,SYD,2026-04-18,PER,245.8,140,105,310,"RAP,PMC",Frozen Meat,21,Yes,High,False,False,QATAR PHARMA
176-35443261,HWB398739,SV141,,DXB,JFK,2026-04-04,PER,453.43,155,79,313,"RAP,PMC",Frozen Meat,96,Yes,Medium,True,True,FAST CARGO
176-66518457,HWB612824,SV663,,LHR,SYD,2026-04-04,DGR,481.86,235,161,130,PMC,Chemicals,42,No,Medium,False,True,GLOBAL FOODS
176-77108989,HWB114311,SV885,,AMS,SIN,2026-04-12,GEN,803.08,77,63,441,"AKE,PMC",General Cargo,87,No,Medium,False,True,SEAFOOD EXPRESS
176-67572954,HWB359781,SV732,,DXB,FRA,2026-04-25,DGR,180.26,81,63,527,PMC,Chemicals,32,No,Medium,True,False,FAST CARGO
176-23833135,HWB835203,SV847,,FRA,CDG,2026-04-23,COL,346.18,170,64,147,"RAP,RKN",Cool Cargo,25,Yes,Low,True,True,GLOBAL FOODS
176-29623857,HWB547011,SV118,,FRA,SIN,2026-04-07,GEN,431.22,250,135,102,"AKE,PMC",General Cargo,7,No,Medium,False,False,FAST CARGO
176-67320744,HWB775149,SV152,,SIN,DXB,2026-04-17,GEN,369.37,93,55,1038,"AKE,PMC",Retail Goods,47,No,Medium,False,False,FAST CARGO
176-16996855,HWB792511,SV862,,SIN,SIN,2026-04-01,PER,458.04,210,124,66,"RAP,PMC",Frozen Meat,61,Yes,Medium,True,False,SKY LOGISTICS
176-24969117,HWB201593,SV785,,MAA,FRA,2026-04-10,GEN,950.91,231,71,260,"AKE,PMC",Textiles,99,No,High,False,False,LUXURY EXPORTS
176-41977671,HWB781834,SV382,,DXB,CDG,2026-04-12,EAT,567.28,165,130,194,"PMC,RAP",Snacks,12,No,High,True,True,QATAR PHARMA
176-35559565,HWB302299,SV821,,LHR,DXB,2026-04-27,AVI,194.3,230,148,159,AKE,Dogs,70,No,Low,False,False,WORLD FREIGHT
176-27157313,HWB301019,SV528,,FRA,FRA,2026-04-02,EAT,221.2,244,53,411,"PMC,RAP",Snacks,98,No,Low,False,False,WORLD FREIGHT
176-74803086,HWB539357,SV636,,FRA,SYD,2026-04-03,BIG,3727.97,133,119,1754,PMC,Oversized Machinery,22,No,Low,False,True,EMIRATES MEDICAL
176-35526992,HWB876696,SV934,,LHR,JFK,2026-04-23,GEN,958.01,150,66,156,"AKE,PMC",Textiles,69,No,Low,True,True,WORLD FREIGHT
176-63801036,HWB736714,SV378,,DXB,SIN,2026-04-13,EAT,405.57,207,169,124,"PMC,RAP",Packed Food,21,No,Low,True,True,WORLD FREIGHT
176-39573041,HWB410759,SV825,,SIN,CDG,2026-04-10,DGR,368.49,114,79,317,PMC,Chemicals,22,No,High,True,True,EMIRATES MEDICAL
176-27847118,HWB383571,SV994,,DOH,DXB,2026-04-09,GEN,657.63,228,163,255,"AKE,PMC",Textiles,32,No,High,True,True,LUXURY EXPORTS
176-83722452,HWB376864,SV839,,DXB,JFK,2026-04-03,BIG,3223.22,117,67,1815,PMC,Industrial Equipment,42,No,High,True,False,FAST CARGO
176-82127089,HWB789247,SV988,,DOH,SYD,2026-04-01,EAT,679.14,149,134,103,"PMC,RAP",Dry Foods,14,No,Low,False,False,FAST CARGO
176-94530413,HWB946969,SV978,,DOH,JFK,2026-04-19,PIL,105.16,89,111,118,"RAP,RKN,ALF",Medicines,58,Yes,High,False,False,SKY LOGISTICS
176-33637158,HWB298033,SV683,,LHR,FRA,2026-04-06,DGR,92.16,206,97,66,PMC,Chemicals,83,No,Medium,True,False,SKY LOGISTICS
176-19321974,HWB250494,SV173,,LHR,SIN,2026-04-07,GEN,826.62,169,46,924,"AKE,PMC",Retail Goods,83,No,Medium,True,True,QATAR PHARMA
176-11818926,HWB900530,SV950,,AMS,DXB,2026-04-04,AVI,37.95,215,108,125,AKE,Dogs,32,No,High,False,True,QATAR PHARMA
176-55417925,HWB994141,SV824,,MAA,SIN,2026-04-24,GEN,959.74,67,86,340,"AKE,PMC",General Cargo,62,No,Low,False,True,EMIRATES MEDICAL
176-45897422,HWB757966,SV656,,MAA,DXB,2026-04-18,PER,291.56,129,119,128,"RAP,PMC",Food Items,14,Yes,Low,False,True,SEAFOOD EXPRESS
176-67329147,HWB504103,SV250,,SIN,FRA,2026-04-08,GEN,51.15,146,129,160,"AKE,PMC",Retail Goods,29,No,Low,False,True,WORLD FREIGHT
176-47824471,HWB474664,SV178,,FRA,LHR,2026-05-01,GEN,991.23,61,86,575,"AKE,PMC",General Cargo,47,No,High,True,True,SKY LOGISTICS
176-67075357,HWB257517,SV783,,AMS,LHR,2026-04-22,PIL,182.62,96,142,146,"RAP,RKN,ALF",Pharma,37,Yes,Medium,True,False,WORLD FREIGHT
176-20250139,HWB927175,SV102,,DOH,SIN,2026-04-30,BIG,2161.01,77,76,1989,PMC,Oversized Machinery,41,No,High,False,False,WORLD FREIGHT
176-47376435,HWB251695,SV192,,SIN,SIN,2026-04-24,GEN,157.51,249,47,414,"AKE,PMC",General Cargo,99,No,Medium,False,False,WORLD FREIGHT
176-95443567,HWB449663,SV241,,DOH,FRA,2026-04-20,PIL,170.32,83,175,201,"RAP,RKN,ALF",Medicines,50,Yes,Medium,False,False,FAST CARGO
176-87561262,HWB914316,SV810,,DOH,FRA,2026-04-17,PER,133.45,115,136,246,"RAP,PMC",Food Items,90,Yes,High,True,False,QATAR PHARMA
176-73609317,HWB240082,SV212,,MAA,LHR,2026-04-18,GEN,994.21,167,156,44,"AKE,PMC",Retail Goods,100,No,High,False,False,SKY LOGISTICS
176-38284690,HWB968034,SV329,,MAA,FRA,2026-04-08,VAL,48.62,147,80,39,AKE,Gold,16,No,Low,True,False,QATAR PHARMA
176-24228398,HWB794940,SV695,,MAA,JFK,2026-04-23,COL,389.47,154,119,115,"RAP,RKN",Cool Cargo,4,Yes,High,False,True,GLOBAL FOODS
176-65900995,HWB256989,SV883,,DXB,JFK,2026-04-27,GEN,123.21,244,123,203,"AKE,PMC",Textiles,18,No,Low,False,False,SEAFOOD EXPRESS
176-11772938,HWB400699,SV213,,DXB,DXB,2026-04-23,MAG,134.33,205,61,195,PMC,Magnetized Equipment,78,No,High,True,True,SEAFOOD EXPRESS
176-44635469,HWB699853,SV613,,SIN,FRA,2026-04-18,PIL,219.98,73,79,466,"RAP,RKN,ALF",Medicines,55,Yes,High,False,True,SEAFOOD EXPRESS
176-39381121,HWB511346,SV288,,DOH,FRA,2026-04-02,GEN,755.98,100,52,884,"AKE,PMC",Textiles,78,No,High,False,False,LUXURY EXPORTS
176-17337905,HWB942362,SV480,,AMS,JFK,2026-04-06,BIG,3388.51,232,60,1844,PMC,Oversized Machinery,35,No,High,True,True,LUXURY EXPORTS
176-47877173,HWB270666,SV654,,MAA,DXB,2026-04-08,AVI,160.18,129,153,135,AKE,Dogs,77,No,High,False,True,FAST CARGO
176-86520583,HWB692232,SV145,,FRA,SYD,2026-04-03,BIG,4681.41,229,148,324,PMC,Industrial Equipment,6,No,High,False,True,EMIRATES MEDICAL
176-63436961,HWB624514,SV299,,SIN,SYD,2026-05-01,GEN,981.51,184,153,276,"AKE,PMC",Retail Goods,93,No,Medium,True,True,LUXURY EXPORTS
176-30157712,HWB124835,SV701,,DOH,JFK,2026-04-17,PIL,274.13,166,109,97,"RAP,RKN,ALF",Vaccines,76,Yes,High,False,True,SKY LOGISTICS
176-41080809,HWB326122,SV926,,AMS,FRA,2026-04-03,COL,238.93,115,171,186,"RAP,RKN",Cool Cargo,99,Yes,Low,True,False,WORLD FREIGHT
176-67834613,HWB141956,SV829,,DOH,FRA,2026-04-28,GEN,372.07,89,128,372,"AKE,PMC",Retail Goods,31,No,High,True,True,WORLD FREIGHT
176-51546065,HWB673713,SV988,,DOH,SYD,2026-04-28,GEN,814.49,170,68,197,"AKE,PMC",General Cargo,64,No,High,False,False,SKY LOGISTICS
176-57428314,HWB193563,SV172,,DXB,FRA,2026-04-12,PER,164.59,132,164,97,"RAP,PMC",Frozen Meat,34,Yes,Medium,False,False,SKY LOGISTICS
176-48470165,HWB520415,SV518,,DOH,CDG,2026-04-12,GEN,973.1,194,118,235,"AKE,PMC",Textiles,17,No,Medium,False,False,LUXURY EXPORTS
176-15727818,HWB750760,SV759,,MAA,FRA,2026-04-09,GEN,698.09,71,96,814,"AKE,PMC",General Cargo,90,No,Low,True,True,GLOBAL FOODS
176-19795032,HWB333886,SV497,,DOH,JFK,2026-04-28,PER,250.33,161,54,377,"RAP,PMC",Milk Products,12,Yes,Medium,False,False,WORLD FREIGHT
176-63277039,HWB905533,SV543,,DXB,JFK,2026-04-30,GEN,131.53,61,92,1352,"AKE,PMC",Retail Goods,9,No,Medium,False,False,FAST CARGO
176-15138168,HWB671559,SV259,,LHR,SIN,2026-04-15,COL,322.39,137,94,104,"RAP,RKN",Cool Cargo,41,Yes,Low,True,False,QATAR PHARMA
176-17258161,HWB321766,SV988,,MAA,SYD,2026-04-07,PER,415.82,95,105,492,"RAP,PMC",Milk Products,55,Yes,Medium,False,True,GLOBAL FOODS
176-70588691,HWB540110,SV637,,DXB,FRA,2026-04-10,GEN,115.8,134,123,282,"AKE,PMC",Retail Goods,24,No,High,True,False,LUXURY EXPORTS
176-66250794,HWB605020,SV586,,FRA,FRA,2026-05-01,EAT,278.14,90,41,593,"PMC,RAP",Packed Food,90,No,Medium,False,False,QATAR PHARMA
176-99652407,HWB706590,SV731,,DXB,LHR,2026-04-03,VAL,39.37,187,150,20,AKE,Luxury Watches,94,No,Low,False,True,SKY LOGISTICS
176-25248056,HWB930489,SV790,,LHR,LHR,2026-04-11,PIL,283.45,104,73,230,"RAP,RKN,ALF",Pharma,93,Yes,High,False,True,WORLD FREIGHT
176-35186888,HWB540586,SV813,,FRA,SYD,2026-04-07,BIG,4862.56,157,176,269,PMC,Oversized Machinery,77,No,Medium,True,False,FAST CARGO
176-59694974,HWB953309,SV472,,MAA,LHR,2026-04-01,GEN,973.16,240,98,263,"AKE,PMC",Retail Goods,65,No,High,False,False,SEAFOOD EXPRESS
176-80218664,HWB902245,SV443,,MAA,SIN,2026-04-14,PIL,137.93,188,130,105,"RAP,RKN,ALF",Vaccines,55,Yes,Medium,True,True,SEAFOOD EXPRESS
176-68719406,HWB764909,SV390,,AMS,CDG,2026-04-22,PER,214.01,78,141,330,"RAP,PMC",Food Items,12,Yes,High,True,True,SEAFOOD EXPRESS
176-83112925,HWB204545,SV748,,LHR,CDG,2026-04-30,GEN,521.58,249,50,624,"AKE,PMC",Textiles,5,No,Low,False,False,FAST CARGO
176-36247650,HWB997940,SV580,,MAA,LHR,2026-04-04,GEN,788.04,171,44,792,"AKE,PMC",Retail Goods,53,No,Low,False,True,LUXURY EXPORTS
176-45500464,HWB422328,SV958,,DOH,JFK,2026-04-22,GEN,532.18,177,59,326,"AKE,PMC",Textiles,31,No,High,False,True,QATAR PHARMA
176-79654067,HWB959868,SV859,,FRA,LHR,2026-04-27,GEN,195.71,140,149,209,"AKE,PMC",Retail Goods,22,No,Low,False,True,SEAFOOD EXPRESS
176-87558199,HWB549946,SV231,,AMS,JFK,2026-04-02,GEN,635.45,206,143,154,"AKE,PMC",Textiles,23,No,Medium,False,True,SEAFOOD EXPRESS
176-25887718,HWB762113,SV690,,DOH,JFK,2026-04-17,GEN,144.6,241,146,233,"AKE,PMC",Textiles,34,No,Low,True,False,FAST CARGO
176-89629793,HWB260483,SV128,,FRA,FRA,2026-04-21,GEN,138.6,134,69,534,"AKE,PMC",Textiles,11,No,Low,False,True,SKY LOGISTICS
176-42174926,HWB784219,SV327,,SIN,SIN,2026-04-06,PIL,208.62,163,45,332,"RAP,RKN,ALF",Pharma,32,Yes,Low,False,False,QATAR PHARMA
176-95682794,HWB707497,SV987,,MAA,DXB,2026-04-01,PER,133.19,143,83,133,"RAP,PMC",Frozen Meat,77,Yes,High,True,True,EMIRATES MEDICAL
176-58505926,HWB979037,SV312,,LHR,DXB,2026-04-16,GEN,899.87,218,157,53,"AKE,PMC",Retail Goods,3,No,Medium,True,False,GLOBAL FOODS
176-95033882,HWB572780,SV927,,DXB,SIN,2026-04-11,GEN,702.97,236,132,140,"AKE,PMC",Retail Goods,2,No,High,True,True,LUXURY EXPORTS
176-10673042,HWB266082,SV634,,AMS,LHR,2026-04-18,PER,293.56,82,151,279,"RAP,PMC",Food Items,25,Yes,Low,True,True,SKY LOGISTICS
176-13959103,HWB443450,SV241,,DXB,DXB,2026-04-07,GEN,873.53,87,102,228,"AKE,PMC",Textiles,89,No,High,False,False,WORLD FREIGHT
176-97499829,HWB408617,SV578,,AMS,SYD,2026-04-18,GEN,955.57,171,142,170,"AKE,PMC",Retail Goods,56,No,Low,False,True,EMIRATES MEDICAL
176-47726289,HWB511907,SV205,,FRA,SYD,2026-04-23,GEN,237.98,194,60,739,"AKE,PMC",Textiles,40,No,High,True,False,SEAFOOD EXPRESS
176-52781724,HWB753169,SV210,,FRA,JFK,2026-04-27,PIL,155.93,161,119,123,"RAP,RKN,ALF",Vaccines,26,Yes,Low,False,False,GLOBAL FOODS
176-43965629,HWB715377,SV519,,SIN,CDG,2026-04-17,PIL,91.81,250,126,20,"RAP,RKN,ALF",Pharma,68,Yes,Medium,False,True,GLOBAL FOODS
176-58015656,HWB357234,SV174,,DXB,FRA,2026-04-06,GEN,818.59,116,125,335,"AKE,PMC",Retail Goods,48,No,High,False,True,QATAR PHARMA
176-72461793,HWB695034,SV914,,SIN,SIN,2026-04-07,PER,375.32,103,59,636,"RAP,PMC",Milk Products,9,Yes,Medium,False,True,FAST CARGO
176-20042733,HWB701828,SV761,,LHR,FRA,2026-05-01,GEN,582.91,190,69,568,"AKE,PMC",Retail Goods,41,No,Medium,True,True,QATAR PHARMA
176-26006675,HWB230120,SV563,,DXB,CDG,2026-04-14,DGR,274.39,195,170,149,PMC,Lithium Batteries,76,No,Medium,True,True,EMIRATES MEDICAL
176-71977968,HWB398179,SV234,,DOH,JFK,2026-04-01,GEN,661.48,109,129,618,"AKE,PMC",General Cargo,69,No,Low,True,False,QATAR PHARMA
176-50399304,HWB388016,SV424,,DOH,LHR,2026-04-14,GEN,496.4,149,77,738,"AKE,PMC",Retail Goods,11,No,Low,False,False,QATAR PHARMA
176-96046600,HWB227310,SV963,,SIN,CDG,2026-04-16,PIL,124.61,120,66,373,"RAP,RKN,ALF",Medicines,4,Yes,High,True,True,SKY LOGISTICS
176-68476310,HWB337336,SV274,,MAA,SIN,2026-04-24,GEN,993.86,97,105,859,"AKE,PMC",Textiles,48,No,Low,True,True,EMIRATES MEDICAL
176-45396856,HWB445326,SV804,,FRA,SYD,2026-04-03,GEN,155.26,110,84,1030,"AKE,PMC",Retail Goods,35,No,Low,True,True,WORLD FREIGHT
176-88400641,HWB991450,SV523,,AMS,JFK,2026-04-25,GEN,169.97,214,79,518,"AKE,PMC",Textiles,16,No,Low,True,False,WORLD FREIGHT
176-22321103,HWB376626,SV884,,SIN,FRA,2026-04-08,PER,228.76,227,59,292,"RAP,PMC",Food Items,46,Yes,Low,True,True,GLOBAL FOODS
176-99992846,HWB326634,SV579,,DOH,JFK,2026-04-01,GEN,973.18,105,166,88,"AKE,PMC",General Cargo,63,No,High,False,True,LUXURY EXPORTS
176-30669385,HWB988990,SV616,,MAA,SIN,2026-04-21,EAT,666.63,178,154,191,"PMC,RAP",Packed Food,47,No,Medium,False,True,SEAFOOD EXPRESS
176-51224542,HWB705282,SV763,,MAA,SIN,2026-04-22,GEN,115.21,234,122,168,"AKE,PMC",Retail Goods,14,No,Low,True,True,QATAR PHARMA
176-81254233,HWB574628,SV460,,SIN,DXB,2026-04-22,PIL,96.76,220,120,21,"RAP,RKN,ALF",Pharma,11,Yes,Medium,False,True,SKY LOGISTICS
176-69235732,HWB385830,SV478,,MAA,DXB,2026-04-02,PIL,175.55,98,152,118,"RAP,RKN,ALF",Pharma,49,Yes,Low,False,True,EMIRATES MEDICAL
176-91530308,HWB617594,SV631,,LHR,DXB,2026-04-17,GEN,432.56,77,160,515,"AKE,PMC",Textiles,7,No,Low,True,True,FAST CARGO
176-42046782,HWB169045,SV644,,MAA,LHR,2026-04-09,GEN,100.48,173,117,65,"AKE,PMC",General Cargo,80,No,Low,False,False,SEAFOOD EXPRESS
176-46006180,HWB619225,SV310,,DXB,SYD,2026-04-23,GEN,258.89,130,54,1199,"AKE,PMC",General Cargo,45,No,Low,False,False,QATAR PHARMA
176-73989419,HWB874992,SV412,,DOH,FRA,2026-04-20,GEN,225.82,150,169,361,"AKE,PMC",General Cargo,22,No,Medium,True,True,SKY LOGISTICS
176-99393218,HWB597654,SV538,,SIN,DXB,2026-04-01,PER,459.95,78,119,169,"RAP,PMC",Food Items,34,Yes,High,True,True,LUXURY EXPORTS
176-73427036,HWB214699,SV146,,DOH,DXB,2026-04-08,DGR,312.42,178,155,97,PMC,Lithium Batteries,30,No,Low,True,True,GLOBAL FOODS
176-75855518,HWB870509,SV459,,FRA,LHR,2026-04-15,GEN,339.37,69,54,2047,"AKE,PMC",Textiles,63,No,Medium,False,False,QATAR PHARMA
176-99112118,HWB998583,SV985,,DOH,CDG,2026-04-17,PER,220.45,154,113,133,"RAP,PMC",Frozen Meat,15,Yes,Medium,True,True,SEAFOOD EXPRESS
176-14147955,HWB356238,SV691,,AMS,FRA,2026-04-16,GEN,676.4,79,63,456,"AKE,PMC",Retail Goods,47,No,High,True,True,SEAFOOD EXPRESS
176-83137443,HWB571093,SV997,,FRA,SIN,2026-04-21,BIG,985.69,217,169,323,PMC,Industrial Equipment,87,No,Medium,False,False,SEAFOOD EXPRESS
176-56073515,HWB974692,SV727,,MAA,JFK,2026-04-17,PER,223.73,158,158,46,"RAP,PMC",Frozen Meat,73,Yes,Medium,False,True,QATAR PHARMA
176-30163227,HWB648600,SV396,,FRA,CDG,2026-04-22,DGR,467.25,208,50,111,PMC,Chemicals,39,No,Medium,False,True,EMIRATES MEDICAL
176-89600725,HWB229431,SV154,,LHR,LHR,2026-04-27,GEN,481.17,175,88,192,"AKE,PMC",General Cargo,56,No,Medium,True,True,EMIRATES MEDICAL
176-77376391,HWB797644,SV887,,FRA,SIN,2026-04-28,GEN,382.71,142,161,155,"AKE,PMC",General Cargo,92,No,Medium,True,True,SEAFOOD EXPRESS
176-73508844,HWB471858,SV354,,DOH,FRA,2026-04-02,AVI,185.29,188,78,167,AKE,Pets,50,No,Medium,False,True,EMIRATES MEDICAL
176-53282519,HWB943453,SV692,,DXB,FRA,2026-04-14,PER,338.82,75,155,145,"RAP,PMC",Food Items,33,Yes,High,False,True,EMIRATES MEDICAL
176-71895093,HWB672344,SV287,,LHR,SYD,2026-04-21,PER,134.24,86,127,299,"RAP,PMC",Frozen Meat,13,Yes,High,False,False,LUXURY EXPORTS
176-65063980,HWB583691,SV128,,FRA,DXB,2026-05-01,PIL,138.55,242,61,113,"RAP,RKN,ALF",Vaccines,12,Yes,High,False,True,LUXURY EXPORTS
176-49371856,HWB156136,SV873,,DOH,JFK,2026-04-29,GEN,639.85,189,84,573,"AKE,PMC",General Cargo,52,No,Low,True,False,WORLD FREIGHT
176-24367862,HWB449682,SV708,,MAA,SYD,2026-04-21,GEN,130.43,70,103,475,"AKE,PMC",Retail Goods,73,No,Medium,False,True,GLOBAL FOODS
176-17116259,HWB835652,SV309,,FRA,SIN,2026-04-23,EAT,450.77,241,152,110,"PMC,RAP",Dry Foods,95,No,Medium,True,True,SKY LOGISTICS
176-10865811,HWB944750,SV596,,FRA,FRA,2026-04-30,PER,351.3,172,174,129,"RAP,PMC",Food Items,15,Yes,High,True,True,GLOBAL FOODS
176-13309323,HWB973176,SV617,,LHR,JFK,2026-04-16,DGR,93.59,193,80,91,PMC,Chemicals,16,No,Medium,False,False,SKY LOGISTICS
176-92243262,HWB814416,SV549,,DOH,FRA,2026-04-27,GEN,849.63,153,135,286,"AKE,PMC",Textiles,16,No,Medium,True,True,SKY LOGISTICS
